[2024-03-18 11:11:01] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -560, Y= 68, Z= 259
[2024-03-18 20:43:59] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -608, Y= 64, Z= 318
[2024-03-18 20:43:59] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 319
[2024-03-18 20:44:03] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -612, Y= 64, Z= 338
[2024-03-18 20:44:13] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 319
[2024-03-18 20:44:16] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -613, Y= 64, Z= 337
[2024-03-18 20:44:17] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -614, Y= 64, Z= 337
[2024-03-18 20:44:17] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -615, Y= 64, Z= 338
[2024-03-18 20:44:18] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 329
[2024-03-18 20:44:21] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 334
[2024-03-18 20:44:22] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 335
[2024-03-18 20:44:24] [world] [bdfd4d39-9869-3587-a60c-419be7f02cab] The Player <Milk_Frog> has slain Villager at X= -612, Y= 64, Z= 338
[2024-03-18 20:44:24] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -606, Y= 64, Z= 337
[2024-03-18 20:44:25] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -610, Y= 64, Z= 338
[2024-03-18 20:44:26] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 337
[2024-03-18 20:44:27] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -611, Y= 64, Z= 337
[2024-03-18 20:44:27] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -609, Y= 64, Z= 338
[2024-03-18 20:44:29] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 338
[2024-03-18 20:44:29] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:44:30] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -607, Y= 64, Z= 337
[2024-03-18 20:44:35] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:44:35] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -615, Y= 64, Z= 338
[2024-03-18 20:44:35] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:44:38] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 334
[2024-03-18 20:44:44] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 337
[2024-03-18 20:44:50] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -603, Y= 68, Z= 330
[2024-03-18 20:44:51] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Villager at X= -616, Y= 64, Z= 336
[2024-03-18 20:44:54] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -603, Y= 68, Z= 326
[2024-03-18 20:45:02] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Iron Golem at X= -613, Y= 68, Z= 330
[2024-03-18 20:45:21] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -613, Y= 64, Z= 338
[2024-03-18 20:45:22] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -612, Y= 64, Z= 338
[2024-03-18 20:45:27] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Villager at X= -616, Y= 64, Z= 334
[2024-03-18 20:48:14] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Cow at X= -10206, Y= 67, Z= 4093
[2024-03-18 20:56:32] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Rabbit at X= -575, Y= 68, Z= 280
[2024-03-18 21:52:57] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Rabbit at X= -614, Y= 68, Z= 304
[2024-03-18 21:54:13] [world] [1de0a7e2-4590-31c8-8341-aad7a0f13b27] The Player <character> has slain Zombie at X= -612, Y= 68, Z= 269
[2024-03-18 22:41:27] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Skeleton at X= -9657, Y= 70, Z= 3955
[2024-03-19 01:12:02] [world] [07946ff9-6914-3d1e-ad20-1fb9707fe775] The Player <Koi> has slain Skeleton at X= -622, Y= 68, Z= 287
