[2024-03-20 19:09:59] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Sheep at X= -10240, Y= 64, Z= 4090
[2024-03-20 20:23:20] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Tester Slime at X= -10165, Y= 63, Z= 4113
[2024-03-20 20:23:21] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Tester Slime at X= -10163, Y= 63, Z= 4113
[2024-03-20 20:23:30] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Tester Slime at X= -10168, Y= 64, Z= 4110
[2024-03-20 20:23:31] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Tester Slime at X= -10167, Y= 63, Z= 4110
[2024-03-20 20:23:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2528, Y= 72, Z= 582
[2024-03-20 20:23:59] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Slime at X= -10173, Y= 64, Z= 4119
[2024-03-20 20:24:17] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2523, Y= 62, Z= 577
[2024-03-20 20:24:23] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2528, Y= 64, Z= 579
[2024-03-20 20:24:53] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4121
[2024-03-20 20:24:54] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4122
[2024-03-20 20:24:55] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4123
[2024-03-20 20:24:55] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4123
[2024-03-20 20:24:56] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4123
[2024-03-20 20:24:57] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10175, Y= 64, Z= 4124
[2024-03-20 20:24:58] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10175, Y= 64, Z= 4123
[2024-03-20 20:24:58] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Skeleton at X= -10175, Y= 64, Z= 4122
[2024-03-20 20:24:59] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10175, Y= 64, Z= 4123
[2024-03-20 20:25:02] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10175, Y= 64, Z= 4121
[2024-03-20 20:25:04] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Tester Slime at X= -10176, Y= 64, Z= 4121
[2024-03-20 20:25:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Slime at X= -10172, Y= 65, Z= 4120
[2024-03-20 20:25:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Tester Slime at X= -10173, Y= 64, Z= 4120
[2024-03-20 20:25:06] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Tester Slime at X= -10173, Y= 64, Z= 4120
[2024-03-20 20:25:11] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain NezukoChan at X= -10174, Y= 64, Z= 4121
[2024-03-20 20:25:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Tester Slime at X= -10172, Y= 64, Z= 4121
[2024-03-20 20:25:19] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Tester Slime at X= -10172, Y= 64, Z= 4121
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10176, Y= 64, Z= 4117
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10172, Y= 65, Z= 4118
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10177, Y= 64, Z= 4116
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10172, Y= 64, Z= 4120
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10177, Y= 64, Z= 4119
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10172, Y= 64, Z= 4120
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10173, Y= 64, Z= 4118
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10173, Y= 63, Z= 4115
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10174, Y= 64, Z= 4119
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Tester Slime at X= -10174, Y= 64, Z= 4119
[2024-03-20 20:25:20] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain Slime at X= -10173, Y= 64, Z= 4120
[2024-03-20 20:25:25] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Skeleton at X= -10176, Y= 64, Z= 4128
[2024-03-20 20:25:49] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -590, Y= 68, Z= 277
[2024-03-20 20:25:51] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -590, Y= 68, Z= 277
[2024-03-20 20:25:54] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain A_Random_Person at X= -579, Y= 66, Z= 298
[2024-03-20 20:25:54] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -585, Y= 69, Z= 275
[2024-03-20 20:25:57] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -582, Y= 68, Z= 273
[2024-03-20 20:26:01] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -565, Y= 68, Z= 269
[2024-03-20 20:26:03] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Pig at X= -561, Y= 68, Z= 267
[2024-03-20 20:26:15] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain A_Random_Person at X= -584, Y= 67, Z= 294
[2024-03-20 20:26:23] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Mudkips_Rule at X= -1355, Y= 61, Z= -269
[2024-03-20 20:26:23] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Skeleton at X= -10167, Y= 62, Z= 4103
[2024-03-20 20:26:34] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Mudkips_Rule at X= -573, Y= 68, Z= 317
[2024-03-20 20:26:35] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain A_Random_Person at X= -574, Y= 69, Z= 314
[2024-03-20 20:26:41] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain A_Random_Person at X= -573, Y= 70, Z= 316
[2024-03-20 20:26:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain A_Random_Person at X= -573, Y= 68, Z= 316
[2024-03-20 20:26:49] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Mudkips_Rule at X= -569, Y= 68, Z= 329
[2024-03-20 20:27:30] [world] [ed29d03b-f01b-39dd-ab82-ac3b54f2c88b] The Player <Char> has slain hexa at X= -570, Y= 64, Z= 295
[2024-03-20 20:28:24] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Tester Slime at X= -10165, Y= 63, Z= 4108
[2024-03-20 20:29:13] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2525, Y= 71, Z= 587
[2024-03-20 20:29:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2526, Y= 68, Z= 585
[2024-03-20 20:29:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2527, Y= 68, Z= 584
[2024-03-20 20:29:35] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Cow at X= 1815, Y= 64, Z= 251
[2024-03-20 20:30:20] [world_the_end] [d9a95374-d096-3dd8-88d6-b3a6cdec71db] The Player <theproman3387> has slain Enderman at X= -62, Y= 35, Z= -11
[2024-03-20 20:31:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2525, Y= 62, Z= 577
[2024-03-20 20:31:20] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1791, Y= 63, Z= 234
[2024-03-20 20:31:22] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2528, Y= 62, Z= 569
[2024-03-20 20:32:55] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Tester Slime at X= -10171, Y= 63, Z= 4110
[2024-03-20 20:33:20] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Tester Slime at X= -10169, Y= 64, Z= 4111
[2024-03-20 20:33:31] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain Slime at X= -10163, Y= 63, Z= 4104
[2024-03-20 20:34:11] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Zombie at X= -10169, Y= 63, Z= 4110
[2024-03-20 20:35:23] [world] [68727dc1-4832-3fda-90fc-733729969cc6] The Player <Corner1> has slain Zombie at X= -10178, Y= 63, Z= 4115
[2024-03-20 20:38:34] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Mudkips_Rule at X= -1355, Y= 62, Z= -268
[2024-03-20 20:38:41] [world_the_end] [d9a95374-d096-3dd8-88d6-b3a6cdec71db] The Player <theproman3387> has slain Enderman at X= -64, Y= 35, Z= 6
[2024-03-20 20:38:47] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain hexa at X= -570, Y= 69, Z= 320
[2024-03-20 20:39:05] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain hexa at X= -574, Y= 68, Z= 345
[2024-03-20 20:39:56] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -575, Y= 69, Z= 312
[2024-03-20 20:41:28] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -507, Y= 71, Z= 257
[2024-03-20 20:41:40] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Slime at X= -10175, Y= 63, Z= 4112
[2024-03-20 20:43:37] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Mudkips_Rule at X= -1351, Y= 54, Z= -274
[2024-03-20 20:44:12] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Rabbit at X= -643, Y= 71, Z= 371
[2024-03-20 20:44:40] [world_the_end] [e83f87c1-9bd9-3fdb-8682-809b72df4c21] The Player <VeerIsKKK> has slain Rabbit at X= 104, Y= 43, Z= 0
[2024-03-20 20:45:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain astronomy at X= 1799, Y= 38, Z= 290
[2024-03-20 20:45:43] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain astronomy at X= 1800, Y= 38, Z= 297
[2024-03-20 20:46:10] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain astronomy at X= 1802, Y= 38, Z= 287
[2024-03-20 20:46:10] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Cyra at X= 1800, Y= 38, Z= 285
[2024-03-20 20:48:45] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -12, Y= 60, Z= 59
[2024-03-20 20:49:02] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -12, Y= 58, Z= 33
[2024-03-20 20:49:10] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -17, Y= 58, Z= 35
[2024-03-20 20:49:18] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -26, Y= 58, Z= 21
[2024-03-20 20:49:21] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -29, Y= 58, Z= 23
[2024-03-20 20:49:26] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -16, Y= 59, Z= 26
[2024-03-20 20:49:58] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 20, Y= 57, Z= 73
[2024-03-20 20:51:04] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Skeleton at X= -584, Y= 68, Z= 280
[2024-03-20 20:51:25] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Spider at X= -585, Y= 68, Z= 288
[2024-03-20 20:53:50] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -5, Y= 59, Z= 25
[2024-03-20 21:17:09] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain astronomy at X= 1806, Y= 38, Z= 290
[2024-03-20 21:17:21] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Rabbit at X= -2554, Y= 63, Z= 588
[2024-03-20 21:20:04] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 68, Z= 585
[2024-03-20 21:20:05] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 68, Z= 582
[2024-03-20 21:20:08] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2526, Y= 71, Z= 585
[2024-03-20 21:20:37] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2528, Y= 68, Z= 582
[2024-03-20 21:20:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 68, Z= 583
[2024-03-20 21:20:58] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2527, Y= 68, Z= 581
[2024-03-20 21:21:00] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2526, Y= 68, Z= 583
[2024-03-20 21:23:20] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 68, Z= 582
[2024-03-20 21:24:09] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2527, Y= 68, Z= 585
[2024-03-20 21:24:11] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 68, Z= 584
[2024-03-20 21:24:16] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 68, Z= 584
[2024-03-20 21:24:23] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Pig at X= -1352, Y= 66, Z= -261
[2024-03-20 21:24:30] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain A_Random_Person at X= 1803, Y= 39, Z= 289
[2024-03-20 21:24:51] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 68, Z= 585
[2024-03-20 21:25:13] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 68, Z= 584
[2024-03-20 21:25:23] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 68, Z= 585
[2024-03-20 21:27:39] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Pig at X= -1316, Y= 72, Z= -185
[2024-03-20 21:27:53] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Pig at X= -1418, Y= 69, Z= -206
[2024-03-20 21:28:00] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= -1414, Y= 69, Z= -205
[2024-03-20 21:28:06] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Cow at X= -1409, Y= 68, Z= -212
[2024-03-20 21:28:11] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= -1414, Y= 68, Z= -215
[2024-03-20 21:28:19] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Sheep at X= -1398, Y= 67, Z= -225
[2024-03-20 21:28:28] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Chicken at X= -1389, Y= 67, Z= -235
[2024-03-20 21:28:38] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Rabbit at X= -1356, Y= 66, Z= -227
[2024-03-20 21:28:53] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Pig at X= -1305, Y= 70, Z= -235
[2024-03-20 21:29:14] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Chicken at X= -1142, Y= 69, Z= -433
[2024-03-20 21:30:09] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Pig at X= -1312, Y= 72, Z= -193
[2024-03-20 21:33:03] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Creeper at X= -1343, Y= 67, Z= -248
[2024-03-20 21:33:08] [world] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Spider at X= -1346, Y= 67, Z= -246
[2024-03-20 21:39:49] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2526, Y= 68, Z= 585
[2024-03-20 21:41:01] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2528, Y= 67, Z= 582
[2024-03-20 21:41:23] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1818, Y= 66, Z= 275
[2024-03-20 21:41:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1878, Y= 65, Z= 240
[2024-03-20 21:41:48] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1880, Y= 65, Z= 234
[2024-03-20 21:42:06] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 64, Z= 588
[2024-03-20 21:42:27] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1893, Y= 65, Z= 245
[2024-03-20 21:42:53] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 64, Z= 585
[2024-03-20 21:43:32] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1901, Y= 65, Z= 242
[2024-03-20 21:44:14] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1915, Y= 64, Z= 255
[2024-03-20 21:45:52] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1913, Y= 65, Z= 263
[2024-03-20 21:46:18] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= 1891, Y= 65, Z= 219
[2024-03-20 21:52:09] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Spider at X= -1290, Y= 18, Z= -403
[2024-03-20 21:52:12] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -1288, Y= 12, Z= -403
[2024-03-20 21:52:14] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -1294, Y= 11, Z= -413
[2024-03-20 21:52:22] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -1283, Y= 11, Z= -394
[2024-03-20 21:52:37] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -1293, Y= 11, Z= -411
[2024-03-20 21:57:13] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Zombie at X= -1221, Y= 22, Z= -438
[2024-03-20 21:58:40] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain Skeleton at X= -1277, Y= 25, Z= -345
[2024-03-20 22:03:35] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 64, Z= 581
[2024-03-20 22:03:37] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2530, Y= 64, Z= 584
[2024-03-20 22:03:37] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 64, Z= 584
[2024-03-20 22:03:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2529, Y= 64, Z= 585
[2024-03-20 22:03:39] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2527, Y= 64, Z= 585
[2024-03-20 22:04:31] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2528, Y= 64, Z= 581
[2024-03-20 22:05:29] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2527, Y= 69, Z= 581
[2024-03-20 22:06:44] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2528, Y= 64, Z= 585
[2024-03-20 22:12:06] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain NezukoChan at X= -2545, Y= 65, Z= 565
[2024-03-20 22:12:26] [world] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain hexa at X= -2522, Y= 62, Z= 570
[2024-03-20 22:14:49] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain Skeleton at X= -1306, Y= 15, Z= 66
[2024-03-20 22:15:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2552, Y= 61, Z= 563
[2024-03-20 22:15:46] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2551, Y= 62, Z= 562
[2024-03-20 22:15:46] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2551, Y= 61, Z= 562
[2024-03-20 22:15:48] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -2551, Y= 64, Z= 565
[2024-03-20 22:16:35] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2552, Y= 61, Z= 562
[2024-03-20 22:16:38] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2553, Y= 61, Z= 562
[2024-03-20 22:16:50] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain NezukChan at X= -569, Y= 69, Z= 325
[2024-03-20 22:17:02] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Zombie at X= -2551, Y= 64, Z= 564
[2024-03-20 22:17:06] [world] [4ff82c81-5212-3b70-a242-fc55abca7b6f] The Player <A_Random_Person> has slain NezukChan at X= -565, Y= 69, Z= 322
