[2024-03-19 11:18:15] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Sheep at X= -572, Y= 68, Z= 275
[2024-03-20 14:11:09] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain astronomy at X= -577, Y= 68, Z= 246
[2024-03-20 14:11:12] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain MrBlob2U at X= -578, Y= 69, Z= 248
[2024-03-20 14:11:24] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain astronomy at X= -577, Y= 69, Z= 318
[2024-03-20 14:11:43] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -18, Y= 59, Z= 16
[2024-03-20 14:12:00] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -26, Y= 58, Z= 46
[2024-03-20 14:12:52] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -477, Y= 64, Z= -601
[2024-03-20 14:13:13] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Zombie at X= -474, Y= 64, Z= -601
[2024-03-20 14:13:18] [world] [7e8da72a-cfff-3ef4-aa28-0a41015af521] The Player <I_am_amazing> has slain astronomy at X= -575, Y= 68, Z= 248
[2024-03-20 14:14:07] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -469, Y= 64, Z= -619
[2024-03-20 14:14:07] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Bat at X= -614, Y= 47, Z= 206
[2024-03-20 14:14:40] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -613, Y= 25, Z= 183
[2024-03-20 14:14:41] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -612, Y= 25, Z= 183
[2024-03-20 14:15:35] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Spider at X= -1260, Y= 69, Z= -250
[2024-03-20 14:15:40] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Squid at X= -1258, Y= 62, Z= -258
[2024-03-20 14:15:53] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -492, Y= 64, Z= -635
[2024-03-20 14:16:00] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Chicken at X= -1233, Y= 73, Z= -209
[2024-03-20 14:16:21] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain MrBlob2U at X= -574, Y= 68, Z= 246
[2024-03-20 14:16:30] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -487, Y= 64, Z= -617
[2024-03-20 14:16:47] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -467, Y= 64, Z= -622
[2024-03-20 14:17:29] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Rip_Dogwater at X= -451, Y= 64, Z= -625
[2024-03-20 14:17:30] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Zombie at X= -674, Y= 72, Z= 299
[2024-03-20 14:17:41] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Creeper at X= -613, Y= 69, Z= 385
[2024-03-20 14:17:42] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Zombie at X= -611, Y= 69, Z= 382
[2024-03-20 14:17:51] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -465, Y= 68, Z= -589
[2024-03-20 14:18:43] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain qwerty at X= -451, Y= 64, Z= -621
[2024-03-20 14:20:40] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Pog4lifepeople at X= -589, Y= 68, Z= 246
[2024-03-20 14:22:00] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Spider at X= -1361, Y= 66, Z= -257
[2024-03-20 14:22:58] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Rip_Dogwater at X= -446, Y= 65, Z= -611
[2024-03-20 14:23:52] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Spider at X= -1308, Y= 69, Z= -248
[2024-03-20 14:24:15] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Creeper at X= -1278, Y= 69, Z= -250
[2024-03-20 14:24:25] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -515, Y= 68, Z= -636
[2024-03-20 14:24:27] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Spider at X= -590, Y= 68, Z= 236
[2024-03-20 14:24:43] [world] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain proman50 at X= -605, Y= 64, Z= 214
[2024-03-20 14:24:50] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Witch at X= -528, Y= 69, Z= -653
[2024-03-20 14:24:55] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -537, Y= 68, Z= -647
[2024-03-20 14:24:57] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Creeper at X= -543, Y= 69, Z= -648
[2024-03-20 14:25:45] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= 2, Y= 58, Z= 70
[2024-03-20 14:26:04] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -25, Y= 58, Z= 67
[2024-03-20 14:26:08] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -29, Y= 58, Z= 66
[2024-03-20 14:26:13] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -39, Y= 57, Z= 65
[2024-03-20 14:26:20] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -284, Y= 77, Z= -675
[2024-03-20 14:26:52] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -67, Y= 59, Z= 38
[2024-03-20 14:27:48] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Ball Buster at X= -270, Y= 78, Z= -671
[2024-03-20 14:27:53] [world] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Spider at X= -464, Y= 68, Z= 318
[2024-03-20 14:28:12] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -241, Y= 67, Z= -732
[2024-03-20 14:28:17] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -237, Y= 66, Z= -732
[2024-03-20 14:28:47] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -250, Y= 70, Z= -754
[2024-03-20 14:28:52] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -250, Y= 71, Z= -751
[2024-03-20 14:29:04] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -243, Y= 68, Z= -756
[2024-03-20 14:29:13] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -259, Y= 68, Z= -767
[2024-03-20 14:29:14] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= 27, Y= 59, Z= 65
[2024-03-20 14:29:25] [world_the_end] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Enderman at X= 31, Y= 59, Z= 65
[2024-03-20 14:30:25] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Wolf at X= -259, Y= 71, Z= -901
[2024-03-20 14:31:04] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Creeper at X= -623, Y= 68, Z= 263
[2024-03-20 14:31:51] [world] [59e49993-dba6-3608-baba-133766761b0c] The Player <WienerDogFace> has slain Bat at X= -448, Y= 14, Z= 1407
[2024-03-20 14:32:14] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -160, Y= 101, Z= 43
[2024-03-20 14:32:27] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Witch at X= -720, Y= 65, Z= 262
[2024-03-20 14:32:35] [world] [6466ee15-d1e7-3ca2-a5c1-3874fb538645] The Player <Dave_TheCoolGuy> has slain Zombie at X= -792, Y= 28, Z= 381
[2024-03-20 14:32:43] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Sheep at X= -717, Y= 67, Z= 294
[2024-03-20 14:34:44] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -166, Y= 100, Z= 36
[2024-03-20 14:34:45] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Squid at X= -962, Y= 62, Z= 427
[2024-03-20 14:35:54] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -157, Y= 101, Z= 40
[2024-03-20 14:36:02] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -158, Y= 101, Z= 27
[2024-03-20 14:36:07] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -167, Y= 101, Z= 31
[2024-03-20 14:36:09] [world_the_end] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Enderman at X= 44, Y= 8, Z= 199
[2024-03-20 14:36:10] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Cow at X= -895, Y= 76, Z= 538
[2024-03-20 14:36:12] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -171, Y= 101, Z= 34
[2024-03-20 14:36:14] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -169, Y= 57, Z= 37
[2024-03-20 14:36:30] [world_the_end] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Enderman at X= 44, Y= 8, Z= 199
[2024-03-20 14:36:32] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -164, Y= 101, Z= 35
[2024-03-20 14:36:43] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -164, Y= 101, Z= 37
[2024-03-20 14:36:55] [world] [b69a2d91-1b9a-31bd-be6e-5c8476414696] The Player <astronomy> has slain Skeleton at X= -816, Y= 68, Z= 499
[2024-03-20 14:38:00] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Endermite at X= -162, Y= 101, Z= 44
[2024-03-20 14:38:01] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Endermite at X= -162, Y= 101, Z= 46
[2024-03-20 14:38:02] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Endermite at X= -165, Y= 102, Z= 46
[2024-03-20 14:38:21] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Endermite at X= -168, Y= 101, Z= 49
[2024-03-20 14:40:40] [world_the_end] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain Enderman at X= -14, Y= 58, Z= 32
[2024-03-20 14:40:46] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -160, Y= 101, Z= 48
[2024-03-20 14:41:15] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -166, Y= 60, Z= 34
[2024-03-20 14:41:16] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -158, Y= 102, Z= 38
[2024-03-20 14:41:27] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -161, Y= 101, Z= 41
[2024-03-20 14:42:06] [world_the_end] [25e1558f-7250-3703-bdd9-297e37656e1a] The Player <proman50> has slain Enderman at X= 28, Y= 60, Z= 64
[2024-03-20 14:42:26] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 76, Y= 60, Z= 2
[2024-03-20 14:42:28] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= -614, Y= 68, Z= 277
[2024-03-20 14:42:41] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 71, Y= 61, Z= 24
[2024-03-20 14:42:45] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 55, Y= 62, Z= 28
[2024-03-20 14:42:47] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 55, Y= 61, Z= 36
[2024-03-20 14:42:47] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 54, Y= 62, Z= 34
[2024-03-20 14:42:56] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 64, Y= 61, Z= 35
[2024-03-20 14:43:00] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 67, Y= 59, Z= 36
[2024-03-20 14:43:05] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 71, Y= 52, Z= 40
[2024-03-20 14:43:16] [world_the_end] [84398786-e521-351c-9cf0-df0f73b6d326] The Player <Mudkips_Rule> has slain Enderman at X= 47, Y= 62, Z= 17
[2024-03-20 14:43:36] [world_the_end] [a7c66b95-e1a6-3999-9b04-48ac42162ea9] The Player <MrBlob2U> has slain Enderman at X= -165, Y= 100, Z= 35
[2024-03-20 14:44:07] [world] [89ac4d9f-7c7b-3e50-803d-1ff3d8f0f77a] The Player <Brycethelegend> has slain GolemDaWanderer at X= -573, Y= 68, Z= 345
[2024-03-20 14:44:25] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Chicken at X= -623, Y= 68, Z= 257
[2024-03-20 14:48:42] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -648, Y= 69, Z= -1343
[2024-03-20 14:48:46] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -653, Y= 70, Z= -1351
[2024-03-20 14:48:56] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -635, Y= 70, Z= -1348
[2024-03-20 14:49:08] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -660, Y= 69, Z= -1335
[2024-03-20 14:51:31] [world] [f3d28cb0-7225-3cb1-baeb-2dadd2be89ae] The Player <Tester> has slain Chicken at X= -383, Y= 67, Z= 282
[2024-03-20 14:52:54] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 55, Y= 62, Z= 4
[2024-03-20 14:53:16] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 42, Y= 62, Z= -6
[2024-03-20 14:53:39] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 36, Y= 62, Z= 13
[2024-03-20 14:54:06] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 40, Y= 63, Z= 24
[2024-03-20 14:54:25] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 43, Y= 62, Z= 33
[2024-03-20 14:54:43] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 28, Y= 60, Z= 16
[2024-03-20 14:55:06] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 42, Y= 61, Z= 57
[2024-03-20 14:55:13] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 34, Y= 59, Z= 73
[2024-03-20 14:57:46] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 39, Y= 11, Z= 199
[2024-03-20 14:58:05] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 40, Y= 11, Z= 199
[2024-03-20 14:58:27] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -665, Y= 66, Z= -1552
[2024-03-20 14:58:35] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Pig at X= -10150, Y= 63, Z= 4115
[2024-03-20 14:58:39] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cow at X= -664, Y= 62, Z= -1556
[2024-03-20 14:59:07] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 43, Y= 11, Z= 204
[2024-03-20 15:00:00] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 43, Y= 11, Z= 199
[2024-03-20 15:00:17] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= 2, Y= 59, Z= 23
[2024-03-20 15:00:20] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -5, Y= 60, Z= 7
[2024-03-20 15:01:33] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -39, Y= 57, Z= 69
[2024-03-20 15:01:45] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -14, Y= 58, Z= 71
[2024-03-20 15:01:55] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Skeleton at X= -657, Y= 15, Z= -1527
[2024-03-20 15:01:55] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 41, Y= 60, Z= 65
[2024-03-20 15:01:58] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -9, Y= 58, Z= 76
[2024-03-20 15:02:00] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -8, Y= 58, Z= 74
[2024-03-20 15:02:06] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -23, Y= 55, Z= 81
[2024-03-20 15:02:06] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 55, Y= 58, Z= 79
[2024-03-20 15:02:17] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -13, Y= 58, Z= 77
[2024-03-20 15:02:19] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 44, Y= 58, Z= 78
[2024-03-20 15:02:27] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 41, Y= 58, Z= 83
[2024-03-20 15:02:27] [world_the_end] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Enderman at X= -22, Y= 36, Z= 90
[2024-03-20 15:02:51] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 36, Y= 58, Z= 76
[2024-03-20 15:03:06] [world] [a8b454c8-4eb4-35b5-a178-4555acf14e72] The Player <digbick> has slain Skeleton at X= -688, Y= 71, Z= 335
[2024-03-20 15:03:13] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 30, Y= 59, Z= 67
[2024-03-20 15:04:27] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -46, Y= 57, Z= -8
[2024-03-20 15:04:42] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -23, Y= 63, Z= -27
[2024-03-20 15:05:14] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -642, Y= 25, Z= -1475
[2024-03-20 15:06:59] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -21, Y= 59, Z= -12
[2024-03-20 15:07:08] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -24, Y= 58, Z= -13
[2024-03-20 15:07:24] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -624, Y= 23, Z= -1563
[2024-03-20 15:07:41] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -4, Y= 59, Z= -2
[2024-03-20 15:08:40] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -658, Y= 28, Z= -1556
[2024-03-20 15:08:46] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -657, Y= 29, Z= -1554
[2024-03-20 15:08:52] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= -25, Y= 59, Z= 10
[2024-03-20 15:08:56] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -656, Y= 28, Z= -1553
[2024-03-20 15:09:00] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Cave Spider at X= -659, Y= 28, Z= -1553
[2024-03-20 15:09:08] [world_the_end] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Enderman at X= 12, Y= 59, Z= -7
[2024-03-20 15:09:20] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -629, Y= 26, Z= -1580
[2024-03-20 15:09:42] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Bat at X= -613, Y= 24, Z= -1543
[2024-03-20 15:09:46] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2562, Y= 65, Z= 572
[2024-03-20 15:10:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2562, Y= 64, Z= 588
[2024-03-20 15:10:21] [world] [98c62a86-c05e-3c2a-926c-9d80e0e48fee] The Player <Rip_Dogwater> has slain Skeleton at X= -10118, Y= 28, Z= 4149
[2024-03-20 15:10:22] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2564, Y= 64, Z= 583
[2024-03-20 15:11:14] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2594, Y= 64, Z= 592
[2024-03-20 15:12:14] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Zombie at X= -459, Y= 67, Z= -483
[2024-03-20 15:12:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Spider at X= -2510, Y= 64, Z= 661
[2024-03-20 15:12:18] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Skeleton at X= -2506, Y= 62, Z= 659
[2024-03-20 15:12:26] [world] [996aec62-04eb-3361-9b73-c600a1eedfdd] The Player <qwerty> has slain Spider at X= -446, Y= 71, Z= -488
[2024-03-20 15:12:40] [world_the_end] [f7bb36ab-e336-3c4d-9238-e9504956be33] The Player <NezukoChan> has slain NezukoChan at X= 100, Y= -23, Z= -85
[2024-03-20 15:12:55] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Zombie at X= -2504, Y= 62, Z= 657
[2024-03-20 15:16:07] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2235, Y= 94, Z= 851
[2024-03-20 15:16:43] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2259, Y= 87, Z= 906
[2024-03-20 15:16:46] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2267, Y= 85, Z= 909
[2024-03-20 15:16:56] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2265, Y= 85, Z= 913
[2024-03-20 15:17:00] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Sheep at X= -2275, Y= 84, Z= 909
[2024-03-20 15:17:38] [world] [5878dbd7-b818-3ac2-a4e0-c8b00c792f6f] The Player <hexa> has slain Chicken at X= -2297, Y= 71, Z= 1012
[2024-03-20 15:24:44] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain Sheep at X= -710, Y= 68, Z= 310
[2024-03-20 15:26:11] [world] [b410a685-c097-3d5d-b67b-536b32f9addc] The Player <sharky> has slain digbick at X= -695, Y= 74, Z= 314
