[2024-03-20 19:10:05] [world] The Player <NezukoChan> has picked 1 of WOOL at X= -10241, Y= 64, Z= 4090 that had [] enchantment(s) |  
[2024-03-20 19:35:06] [world] The Player <NezukoChan> has picked 3 of COAL at X= -10181, Y= 8, Z= 3939 that had [] enchantment(s) |  
[2024-03-20 19:35:06] [world] The Player <NezukoChan> has picked 3 of COAL at X= -10182, Y= 8, Z= 3939 that had [] enchantment(s) |  
[2024-03-20 19:35:09] [world] The Player <NezukoChan> has picked 3 of COAL at X= -10181, Y= 8, Z= 3938 that had [] enchantment(s) |  
[2024-03-20 19:35:10] [world] The Player <NezukoChan> has picked 1 of COAL at X= -10181, Y= 8, Z= 3938 that had [] enchantment(s) |  
[2024-03-20 19:35:11] [world] The Player <NezukoChan> has picked 5 of COAL at X= -10179, Y= 8, Z= 3939 that had [] enchantment(s) |  
[2024-03-20 19:35:12] [world] The Player <NezukoChan> has picked 4 of COAL at X= -10179, Y= 8, Z= 3939 that had [] enchantment(s) |  
[2024-03-20 19:35:15] [world] The Player <NezukoChan> has picked 2 of COAL at X= -10178, Y= 9, Z= 3940 that had [] enchantment(s) |  
[2024-03-20 19:35:16] [world] The Player <NezukoChan> has picked 1 of COAL at X= -10178, Y= 9, Z= 3940 that had [] enchantment(s) |  
[2024-03-20 19:35:19] [world] The Player <qwerty> has picked 1 of BREWING_STAND_ITEM at X= -668, Y= 97, Z= -784 that had [] enchantment(s) |  
[2024-03-20 19:35:35] [world] The Player <I_am_amazing> has picked 1 of GOLDEN_APPLE at X= -1355, Y= 63, Z= -267 that had [] enchantment(s) |  
[2024-03-20 19:35:41] [world] The Player <Brycethelegend> has picked 1 of GOLDEN_APPLE at X= -1355, Y= 63, Z= -264 that had [] enchantment(s) |  
[2024-03-20 19:36:09] [world] The Player <I_am_amazing> has picked 36 of INK_SACK at X= -1356, Y= 63, Z= -268 that had [] enchantment(s) |  
[2024-03-20 19:36:12] [world] The Player <Mudkips_Rule> has picked 1 of DIAMOND_HELMET at X= -1356, Y= 63, Z= -267 that had [] enchantment(s) |  
[2024-03-20 19:36:13] [world] The Player <hexa> has picked 1 of WOOD_STEP at X= -2527, Y= 68, Z= 583 that had [] enchantment(s) |  
[2024-03-20 19:36:24] [world] The Player <I_am_amazing> has picked 1 of IRON_BOOTS at X= -1356, Y= 63, Z= -265 that had [] enchantment(s) |  
[2024-03-20 19:36:25] [world] The Player <qwerty> has picked 2 of DIRT at X= -639, Y= 63, Z= -807 that had [] enchantment(s) |  
[2024-03-20 19:36:26] [world] The Player <I_am_amazing> has picked 1 of IRON_LEGGINGS at X= -1356, Y= 63, Z= -265 that had [] enchantment(s) |  
[2024-03-20 19:36:28] [world] The Player <I_am_amazing> has picked 1 of IRON_CHESTPLATE at X= -1356, Y= 63, Z= -265 that had [] enchantment(s) |  
[2024-03-20 19:36:48] [world] The Player <hexa> has picked 1 of WOOD_STEP at X= -2526, Y= 68, Z= 583 that had [] enchantment(s) |  
[2024-03-20 19:36:50] [world] The Player <hexa> has picked 1 of WOOD_STEP at X= -2529, Y= 68, Z= 583 that had [] enchantment(s) |  
[2024-03-20 19:36:51] [world] The Player <I_am_amazing> has picked 1 of IRON_BOOTS at X= -1353, Y= 63, Z= -261 that had [Protection 4, Unbreaking 3] enchantment(s) |  
[2024-03-20 19:36:52] [world] The Player <I_am_amazing> has picked 1 of IRON_CHESTPLATE at X= -1353, Y= 63, Z= -261 that had [Protection 3, Unbreaking 3] enchantment(s) |  
[2024-03-20 19:36:58] [world] The Player <NezukoChan> has picked 39 of STONE at X= -10195, Y= 11, Z= 3896 that had [] enchantment(s) |  
[2024-03-20 19:37:00] [world] The Player <Brycethelegend> has picked 1 of IRON_CHESTPLATE at X= -1355, Y= 62, Z= -268 that had [Protection 3, Unbreaking 3] enchantment(s) |  
[2024-03-20 19:37:04] [world] The Player <NezukoChan> has picked 1 of ENDER_CHEST at X= -10195, Y= 11, Z= 3898 that had [] enchantment(s) |  
[2024-03-20 19:37:06] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3896 that had [] enchantment(s) |  
[2024-03-20 19:37:07] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3894 that had [] enchantment(s) |  
[2024-03-20 19:37:07] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3893 that had [] enchantment(s) |  
[2024-03-20 19:37:08] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3892 that had [] enchantment(s) |  
[2024-03-20 19:37:10] [world] The Player <Brycethelegend> has picked 1 of IRON_LEGGINGS at X= -1355, Y= 63, Z= -267 that had [Fire Protection 4, Unbreaking 3] enchantment(s) |  
[2024-03-20 19:37:11] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3889 that had [] enchantment(s) |  
[2024-03-20 19:37:12] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3888 that had [] enchantment(s) |  
[2024-03-20 19:37:13] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3887 that had [] enchantment(s) |  
[2024-03-20 19:37:13] [world] The Player <Brycethelegend> has picked 1 of IRON_BOOTS at X= -1355, Y= 61, Z= -269 that had [Protection 4, Unbreaking 3] enchantment(s) |  
[2024-03-20 19:37:13] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 12, Z= 3886 that had [] enchantment(s) |  
[2024-03-20 19:37:13] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3886 that had [] enchantment(s) |  
[2024-03-20 19:37:14] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 12, Z= 3885 that had [] enchantment(s) |  
[2024-03-20 19:37:15] [world] The Player <NezukoChan> has picked 3 of STONE at X= -10195, Y= 11, Z= 3885 that had [] enchantment(s) |  
[2024-03-20 19:37:16] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3883 that had [] enchantment(s) |  
[2024-03-20 19:37:17] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3883 that had [] enchantment(s) |  
[2024-03-20 19:37:19] [world] The Player <hexa> has picked 1 of WOOD at X= -2526, Y= 64, Z= 579 that had [] enchantment(s) |  
[2024-03-20 19:37:24] [world] The Player <Brycethelegend> has picked 1 of DIAMOND_HELMET at X= -1355, Y= 63, Z= -264 that had [] enchantment(s) |  
[2024-03-20 19:37:35] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3882 that had [] enchantment(s) |  
[2024-03-20 19:37:35] [world] The Player <I_am_amazing> has picked 1 of DIAMOND_HELMET at X= -1355, Y= 63, Z= -266 that had [] enchantment(s) |  
[2024-03-20 19:37:36] [world] The Player <I_am_amazing> has picked 5 of IRON_INGOT at X= -1355, Y= 63, Z= -266 that had [] enchantment(s) |  
[2024-03-20 19:37:50] [world] The Player <Mudkips_Rule> has picked 1 of DIAMOND_HELMET at X= -1355, Y= 63, Z= -259 that had [] enchantment(s) |  
[2024-03-20 19:38:05] [world] The Player <Brycethelegend> has picked 6 of IRON_INGOT at X= -1357, Y= 62, Z= -267 that had [] enchantment(s) |  
[2024-03-20 19:38:22] [world] The Player <Brycethelegend> has picked 1 of IRON_PICKAXE at X= -1357, Y= 62, Z= -267 that had [Unbreaking 3] enchantment(s) |  
[2024-03-20 19:38:25] [world] The Player <NezukoChan> has picked 13 of STONE at X= -10195, Y= 11, Z= 3862 that had [] enchantment(s) |  
[2024-03-20 19:38:25] [world] The Player <qwerty> has picked 2 of SUGAR_CANE at X= -1356, Y= 66, Z= -221 that had [] enchantment(s) |  
[2024-03-20 19:38:27] [world] The Player <Mudkips_Rule> has picked 1 of IRON_PICKAXE at X= -1356, Y= 63, Z= -266 that had [Efficiency 4, Silk Touch 1] enchantment(s) |  
[2024-03-20 19:38:28] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3861 that had [] enchantment(s) |  
[2024-03-20 19:38:28] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3861 that had [] enchantment(s) |  
[2024-03-20 19:38:29] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3859 that had [] enchantment(s) |  
[2024-03-20 19:38:30] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3858 that had [] enchantment(s) |  
[2024-03-20 19:38:30] [world] The Player <Mudkips_Rule> has picked 1 of IRON_PICKAXE at X= -1357, Y= 62, Z= -267 that had [Efficiency 3] enchantment(s) |  
[2024-03-20 19:38:31] [world] The Player <Mudkips_Rule> has picked 1 of IRON_PICKAXE at X= -1357, Y= 62, Z= -267 that had [Unbreaking 3] enchantment(s) |  
[2024-03-20 19:38:31] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3858 that had [] enchantment(s) |  
[2024-03-20 19:38:32] [world] The Player <Mudkips_Rule> has picked 1 of IRON_PICKAXE at X= -1357, Y= 63, Z= -267 that had [Efficiency 3, Silk Touch 1] enchantment(s) |  
[2024-03-20 19:38:32] [world] The Player <I_am_amazing> has picked 1 of IRON_HELMET at X= -1356, Y= 63, Z= -267 that had [Protection 3] enchantment(s) |  
[2024-03-20 19:38:32] [world] The Player <Mudkips_Rule> has picked 1 of IRON_PICKAXE at X= -1357, Y= 62, Z= -267 that had [Efficiency 4, Silk Touch 1] enchantment(s) |  
[2024-03-20 19:38:34] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3856 that had [] enchantment(s) |  
[2024-03-20 19:38:35] [world] The Player <qwerty> has picked 2 of SUGAR_CANE at X= -1356, Y= 66, Z= -218 that had [] enchantment(s) |  
[2024-03-20 19:38:37] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3855 that had [] enchantment(s) |  
[2024-03-20 19:38:38] [world] The Player <Brycethelegend> has picked 1 of IRON_HELMET at X= -1356, Y= 63, Z= -262 that had [Protection 3] enchantment(s) |  
[2024-03-20 19:38:39] [world] The Player <NezukoChan> has picked 4 of STONE at X= -10195, Y= 11, Z= 3854 that had [] enchantment(s) |  
[2024-03-20 19:38:39] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 12, Z= 3852 that had [] enchantment(s) |  
[2024-03-20 19:38:41] [world] The Player <qwerty> has picked 2 of SUGAR_CANE at X= -1356, Y= 65, Z= -220 that had [] enchantment(s) |  
[2024-03-20 19:38:45] [world] The Player <qwerty> has picked 12 of SUGAR_CANE at X= -1361, Y= 66, Z= -218 that had [] enchantment(s) |  
[2024-03-20 19:38:47] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3852 that had [] enchantment(s) |  
[2024-03-20 19:38:47] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3852 that had [] enchantment(s) |  
[2024-03-20 19:38:48] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3850 that had [] enchantment(s) |  
[2024-03-20 19:38:48] [world] The Player <Brycethelegend> has picked 2 of IRON_INGOT at X= -1354, Y= 64, Z= -264 that had [] enchantment(s) |  
[2024-03-20 19:38:50] [world] The Player <NezukoChan> has picked 4 of STONE at X= -10195, Y= 11, Z= 3848 that had [] enchantment(s) |  
[2024-03-20 19:38:51] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3847 that had [] enchantment(s) |  
[2024-03-20 19:38:51] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 12, Z= 3846 that had [] enchantment(s) |  
[2024-03-20 19:38:52] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3845 that had [] enchantment(s) |  
[2024-03-20 19:38:53] [world] The Player <NezukoChan> has picked 4 of STONE at X= -10195, Y= 11, Z= 3844 that had [] enchantment(s) |  
[2024-03-20 19:38:53] [world] The Player <qwerty> has picked 2 of SUGAR_CANE at X= -1363, Y= 66, Z= -219 that had [] enchantment(s) |  
[2024-03-20 19:38:53] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3844 that had [] enchantment(s) |  
[2024-03-20 19:38:54] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3842 that had [] enchantment(s) |  
[2024-03-20 19:38:56] [world] The Player <qwerty> has picked 15 of SUGAR_CANE at X= -1354, Y= 65, Z= -217 that had [] enchantment(s) |  
[2024-03-20 19:38:59] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3841 that had [] enchantment(s) |  
[2024-03-20 19:39:00] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3840 that had [] enchantment(s) |  
[2024-03-20 19:39:01] [world] The Player <NezukoChan> has picked 3 of STONE at X= -10195, Y= 12, Z= 3838 that had [] enchantment(s) |  
[2024-03-20 19:39:02] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 11, Z= 3838 that had [] enchantment(s) |  
[2024-03-20 19:39:03] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3837 that had [] enchantment(s) |  
[2024-03-20 19:39:03] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3836 that had [] enchantment(s) |  
[2024-03-20 19:39:04] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10195, Y= 12, Z= 3835 that had [] enchantment(s) |  
[2024-03-20 19:39:05] [world] The Player <NezukoChan> has picked 3 of STONE at X= -10195, Y= 11, Z= 3834 that had [] enchantment(s) |  
[2024-03-20 19:39:06] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10195, Y= 11, Z= 3833 that had [] enchantment(s) |  
[2024-03-20 19:39:59] [world] The Player <hexa> has picked 3 of SULPHUR at X= -2590, Y= 65, Z= 548 that had [] enchantment(s) |  
[2024-03-20 19:40:14] [world] The Player <Mudkips_Rule> has picked 1 of DIAMOND_PICKAXE at X= -1356, Y= 63, Z= -260 that had [Efficiency 4, Unbreaking 3, Fortune 3] enchantment(s) |  
[2024-03-20 19:40:22] [world] The Player <I_am_amazing> has picked 1 of COBBLESTONE at X= -1355, Y= 62, Z= -262 that had [] enchantment(s) |  
[2024-03-20 19:40:24] [world] The Player <Mudkips_Rule> has picked 1 of COBBLESTONE at X= -1355, Y= 62, Z= -262 that had [] enchantment(s) |  
[2024-03-20 19:40:28] [world] The Player <hexa> has picked 1 of MUTTON at X= -2527, Y= 64, Z= 577 that had [] enchantment(s) |  
[2024-03-20 19:40:28] [world] The Player <hexa> has picked 1 of WOOL at X= -2527, Y= 64, Z= 577 that had [] enchantment(s) |  
[2024-03-20 19:40:55] [world] The Player <hexa> has picked 1 of RAW_CHICKEN at X= -2588, Y= 63, Z= 589 that had [] enchantment(s) |  
[2024-03-20 19:40:56] [world] The Player <hexa> has picked 1 of FEATHER at X= -2589, Y= 63, Z= 590 that had [] enchantment(s) |  
[2024-03-20 19:41:21] [world] The Player <Brycethelegend> has picked 1 of IRON_ORE at X= -1357, Y= 63, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:41:22] [world] The Player <Brycethelegend> has picked 1 of IRON_ORE at X= -1355, Y= 62, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:41:32] [world] The Player <Brycethelegend> has picked 4 of COBBLESTONE at X= -1354, Y= 62, Z= -262 that had [] enchantment(s) |  
[2024-03-20 19:41:41] [world] The Player <Brycethelegend> has picked 1 of QUARTZ_BLOCK at X= -1354, Y= 63, Z= -262 that had [] enchantment(s) |  
[2024-03-20 19:41:46] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 62, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:41:47] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1353, Y= 62, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:41:48] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1354, Y= 62, Z= -260 that had [] enchantment(s) |  
[2024-03-20 19:41:50] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1354, Y= 62, Z= -260 that had [] enchantment(s) |  
[2024-03-20 19:41:50] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1355, Y= 62, Z= -260 that had [] enchantment(s) |  
[2024-03-20 19:41:53] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1354, Y= 62, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:41:53] [world] The Player <NezukoChan> has picked 6 of STONE at X= -10193, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:41:56] [world] The Player <NezukoChan> has picked 58 of STONE at X= -10193, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:41:56] [world] The Player <NezukoChan> has picked 1 of EMERALD_ORE at X= -10193, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:41:59] [world] The Player <NezukoChan> has picked 2 of REDSTONE_ORE at X= -10195, Y= 11, Z= 3805 that had [] enchantment(s) |  
[2024-03-20 19:42:06] [world] The Player <NezukoChan> has picked 6 of STONE at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:06] [world] The Player <NezukoChan> has picked 58 of STONE at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:07] [world] The Player <NezukoChan> has picked 6 of STONE at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:10] [world] The Player <NezukoChan> has picked 2 of EMERALD at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:10] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1357, Y= 62, Z= -260 that had [] enchantment(s) |  
[2024-03-20 19:42:11] [world] The Player <NezukoChan> has picked 2 of REDSTONE_ORE at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:13] [world] The Player <NezukoChan> has picked 64 of STONE at X= -10194, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:19] [world] The Player <NezukoChan> has picked 1 of ENDER_CHEST at X= -10195, Y= 11, Z= 3804 that had [] enchantment(s) |  
[2024-03-20 19:42:19] [world] The Player <Brycethelegend> has picked 1 of COBBLESTONE at X= -1357, Y= 62, Z= -262 that had [] enchantment(s) |  
[2024-03-20 19:43:20] [world] The Player <I_am_amazing> has picked 14 of BOOK at X= -1361, Y= 67, Z= -242 that had [] enchantment(s) |  
[2024-03-20 19:43:34] [world] The Player <I_am_amazing> has picked 22 of INK_SACK at X= -1355, Y= 63, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:43:38] [world] The Player <NezukoChan> has picked 3 of DIAMOND at X= -10182, Y= 9, Z= 3802 that had [] enchantment(s) |  
[2024-03-20 19:43:42] [world] The Player <I_am_amazing> has picked 1 of IRON_AXE at X= -1355, Y= 63, Z= -261 that had [] enchantment(s) |  
[2024-03-20 19:43:44] [world] The Player <NezukoChan> has picked 3 of DIAMOND at X= -10182, Y= 9, Z= 3802 that had [] enchantment(s) |  
[2024-03-20 19:43:46] [world] The Player <NezukoChan> has picked 3 of DIAMOND at X= -10183, Y= 9, Z= 3803 that had [] enchantment(s) |  
[2024-03-20 19:43:50] [world] The Player <hexa> has picked 3 of RABBIT_HIDE at X= -2574, Y= 63, Z= 610 that had [] enchantment(s) |  
[2024-03-20 19:43:50] [world] The Player <hexa> has picked 1 of RABBIT_HIDE at X= -2573, Y= 63, Z= 610 that had [] enchantment(s) |  
[2024-03-20 19:43:50] [world] The Player <hexa> has picked 1 of RABBIT at X= -2574, Y= 63, Z= 610 that had [] enchantment(s) |  
[2024-03-20 19:44:01] [world] The Player <Mudkips_Rule> has picked 1 of IRON_AXE at X= -1357, Y= 63, Z= -260 that had [Unbreaking 3, Fortune 3] enchantment(s) |  
[2024-03-20 19:44:07] [world] The Player <Brycethelegend> has picked 3 of STONE at X= -687, Y= 75, Z= 304 that had [] enchantment(s) |  
[2024-03-20 19:44:11] [world] The Player <NezukoChan> has picked 1 of STONE at X= -10182, Y= 10, Z= 3802 that had [] enchantment(s) |  
[2024-03-20 19:44:12] [world] The Player <NezukoChan> has picked 2 of STONE at X= -10182, Y= 8, Z= 3802 that had [] enchantment(s) |  
