[2024-03-17 22:33:36] [world] The Player <Heinrich_Himmler> has picked 1 of DIRT at X= -601, Y= 67, Z= 369 that had [] enchantment(s) |  
[2024-03-17 23:14:39] [world] The Player <Brycethelegend> has picked 3 of SUGAR_CANE at X= -622, Y= 64, Z= 545 that had [] enchantment(s) |  
[2024-03-17 23:14:40] [world] The Player <Brycethelegend> has picked 3 of SUGAR_CANE at X= -622, Y= 63, Z= 546 that had [] enchantment(s) |  
[2024-03-17 23:14:48] [world] The Player <Milk_Frog> has picked 1 of LEATHER at X= 4006, Y= 64, Z= -1866 that had [] enchantment(s) |  
[2024-03-17 23:15:17] [world_nether] The Player <NezukoChan> has picked 1 of OBSIDIAN at X= -1265, Y= 50, Z= 506 that had [] enchantment(s) |  
[2024-03-17 23:15:51] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1264, Y= 50, Z= 505 that had [] enchantment(s) |  
[2024-03-17 23:16:46] [world] The Player <TurtleDuck> has picked 3 of LEASH at X= 3993, Y= 65, Z= -1822 that had [] enchantment(s) |  
[2024-03-17 23:17:05] [world] The Player <TurtleDuck> has picked 1 of LEASH at X= 3992, Y= 65, Z= -1825 that had [] enchantment(s) |  
[2024-03-17 23:17:48] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1265, Y= 81, Z= 504 that had [] enchantment(s) |  
[2024-03-17 23:17:59] [world] The Player <Milk_Frog> has picked 3 of LEATHER at X= 4001, Y= 65, Z= -1851 that had [] enchantment(s) |  
[2024-03-17 23:18:43] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 52, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:18:48] [world_nether] The Player <NezukoChan> has picked 6 of NETHERRACK at X= -1261, Y= 58, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:18:53] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 62, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:18:54] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1261, Y= 64, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:18:59] [world_nether] The Player <NezukoChan> has picked 6 of NETHERRACK at X= -1261, Y= 69, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:03] [world] The Player <Brycethelegend> has picked 2 of MUTTON at X= -170, Y= 64, Z= 1195 that had [] enchantment(s) |  
[2024-03-17 23:19:04] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1261, Y= 73, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:04] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1261, Y= 74, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:05] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 73, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:05] [world] The Player <Milk_Frog> has picked 1 of DIAMOND_BARDING at X= 4005, Y= 65, Z= -1849 that had [] enchantment(s) |  
[2024-03-17 23:19:06] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1261, Y= 74, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:11] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 78, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:12] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1261, Y= 80, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:16] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 83, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:16] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1261, Y= 85, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:18] [world] The Player <Brycethelegend> has picked 1 of WOOL at X= -170, Y= 64, Z= 1194 that had [] enchantment(s) |  
[2024-03-17 23:19:21] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 89, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:21] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1261, Y= 90, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:26] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 95, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:30] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 100, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:34] [world_nether] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -1261, Y= 103, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:34] [world_nether] The Player <NezukoChan> has picked 3 of NETHERRACK at X= -1261, Y= 105, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:38] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 110, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:42] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 114, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:47] [world_nether] The Player <NezukoChan> has picked 5 of NETHERRACK at X= -1261, Y= 119, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:19:52] [world_nether] The Player <NezukoChan> has picked 1 of NETHERRACK at X= -1261, Y= 124, Z= 518 that had [] enchantment(s) |  
[2024-03-17 23:20:22] [world] The Player <Milk_Frog> has picked 1 of EYE_OF_ENDER at X= 3997, Y= 70, Z= -1842 that had [] enchantment(s) |  
[2024-03-17 23:20:23] [world] The Player <Brycethelegend> has picked 1 of LEASH at X= -76, Y= 65, Z= 1183 that had [] enchantment(s) |  
[2024-03-17 23:20:26] [world] The Player <Brycethelegend> has picked 1 of LEATHER at X= -78, Y= 65, Z= 1179 that had [] enchantment(s) |  
[2024-03-17 23:20:30] [world] The Player <Brycethelegend> has picked 1 of LEASH at X= -83, Y= 60, Z= 1181 that had [] enchantment(s) |  
[2024-03-17 23:20:39] [world] The Player <Brycethelegend> has picked 1 of ARROW at X= -68, Y= 64, Z= 1176 that had [] enchantment(s) |  
[2024-03-17 23:20:39] [world] The Player <Brycethelegend> has picked 1 of BONE at X= -68, Y= 64, Z= 1176 that had [] enchantment(s) |  
[2024-03-17 23:20:45] [world] The Player <Milk_Frog> has picked 2 of EYE_OF_ENDER at X= 3959, Y= 82, Z= -1818 that had [] enchantment(s) |  
[2024-03-17 23:20:46] [world] The Player <Milk_Frog> has picked 1 of EYE_OF_ENDER at X= 3957, Y= 80, Z= -1819 that had [] enchantment(s) |  
[2024-03-17 23:21:30] [world] The Player <Brycethelegend> has picked 1 of DIRT at X= 0, Y= 75, Z= 1190 that had [] enchantment(s) |  
[2024-03-17 23:21:51] [world] The Player <Brycethelegend> has picked 1 of WOOD at X= -20, Y= 64, Z= 1126 that had [] enchantment(s) |  
[2024-03-17 23:22:10] [world] The Player <Milk_Frog> has picked 1 of EYE_OF_ENDER at X= 3974, Y= 64, Z= -1828 that had [] enchantment(s) |  
[2024-03-17 23:22:11] [world] The Player <Milk_Frog> has picked 2 of LEATHER at X= 3976, Y= 64, Z= -1838 that had [] enchantment(s) |  
[2024-03-17 23:23:15] [world] The Player <Brycethelegend> has picked 1 of SAPLING at X= 20, Y= 64, Z= 1125 that had [] enchantment(s) |  
[2024-03-17 23:23:16] [world] The Player <Brycethelegend> has picked 1 of LEATHER at X= 19, Y= 64, Z= 1123 that had [] enchantment(s) |  
[2024-03-17 23:23:42] [world_nether] The Player <NezukoChan> has picked 10 of EMERALD at X= -1264, Y= 128, Z= 503 that had [] enchantment(s) |  
[2024-03-17 23:23:54] [world_nether] The Player <NezukoChan> has picked 4 of ROTTEN_FLESH at X= -1263, Y= 128, Z= 502 that had [] enchantment(s) |  
[2024-03-17 23:24:36] [world] The Player <Brycethelegend> has picked 1 of RAW_CHICKEN at X= -16, Y= 68, Z= 1158 that had [] enchantment(s) |  
[2024-03-17 23:24:58] [world] The Player <Brycethelegend> has picked 2 of RAW_BEEF at X= 3, Y= 72, Z= 1157 that had [] enchantment(s) |  
[2024-03-17 23:25:12] [world_the_end] The Player <NezukoChan> has picked 1 of MONSTER_EGG at X= 100, Y= 36, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:25:16] [world] The Player <Milk_Frog> has picked 4 of LEATHER at X= -579, Y= 68, Z= 281 that had [] enchantment(s) |  
[2024-03-17 23:25:44] [world_the_end] The Player <NezukoChan> has picked 2 of NETHERRACK at X= 98, Y= 36, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:27:06] [world] The Player <Milk_Frog> has picked 6 of LEATHER at X= -575, Y= 68, Z= 279 that had [] enchantment(s) |  
[2024-03-17 23:27:22] [world] The Player <NezukoChan> has picked 2 of NETHERRACK at X= -574, Y= 69, Z= 319 that had [] enchantment(s) |  
[2024-03-17 23:29:09] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10162, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-17 23:29:16] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10160, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-17 23:29:19] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10162, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-17 23:29:26] [world] The Player <NezukoChan> has picked 1 of RAILS at X= -10163, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-17 23:29:31] [world] The Player <NezukoChan> has picked 1 of POWERED_RAIL at X= -10162, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-17 23:29:52] [world] The Player <Milk_Frog> has picked 1 of NOTE_BLOCK at X= -576, Y= 67, Z= 279 that had [] enchantment(s) |  
[2024-03-17 23:31:10] [world] The Player <NezukoChan> has picked 1 of RAILS at X= -10175, Y= 63, Z= 4123 that had [] enchantment(s) |  
[2024-03-17 23:31:11] [world] The Player <NezukoChan> has picked 1 of RAILS at X= -10176, Y= 63, Z= 4123 that had [] enchantment(s) |  
[2024-03-17 23:31:13] [world] The Player <NezukoChan> has picked 1 of RAILS at X= -10175, Y= 62, Z= 4123 that had [] enchantment(s) |  
[2024-03-17 23:31:13] [world] The Player <NezukoChan> has picked 1 of RAILS at X= -10175, Y= 61, Z= 4122 that had [] enchantment(s) |  
[2024-03-17 23:32:49] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10155, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:32:49] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10155, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:32:53] [world] The Player <NezukoChan> has picked 4 of SEEDS at X= -10155, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:32:53] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10155, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:32:54] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10155, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:54] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10155, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:55] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10156, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:55] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10158, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:55] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10158, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:56] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10160, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-17 23:32:57] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10161, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:58] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10161, Y= 63, Z= 4111 that had [] enchantment(s) |  
[2024-03-17 23:32:59] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10157, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:32:59] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10158, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-17 23:33:01] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10161, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:33:01] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10161, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:33:01] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10157, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-17 23:33:02] [world] The Player <NezukoChan> has picked 3 of SEEDS at X= -10156, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:33:04] [world] The Player <NezukoChan> has picked 6 of SEEDS at X= -10156, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:33:04] [world] The Player <NezukoChan> has picked 4 of WHEAT at X= -10156, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:33:07] [world] The Player <NezukoChan> has picked 5 of WHEAT at X= -10160, Y= 63, Z= 4105 that had [] enchantment(s) |  
[2024-03-17 23:33:07] [world] The Player <NezukoChan> has picked 9 of SEEDS at X= -10160, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:33:08] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10162, Y= 63, Z= 4107 that had [] enchantment(s) |  
[2024-03-17 23:33:08] [world] The Player <NezukoChan> has picked 1 of SEEDS at X= -10162, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:33:10] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10161, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:33:11] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10159, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:33:11] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10158, Y= 63, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:33:12] [world] The Player <NezukoChan> has picked 2 of WHEAT at X= -10158, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:33:12] [world] The Player <NezukoChan> has picked 2 of SEEDS at X= -10157, Y= 63, Z= 4109 that had [] enchantment(s) |  
[2024-03-17 23:33:13] [world] The Player <NezukoChan> has picked 1 of WHEAT at X= -10159, Y= 63, Z= 4107 that had [] enchantment(s) |  
[2024-03-17 23:33:15] [world] The Player <NezukoChan> has picked 4 of SEEDS at X= -10159, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:33:34] [world] The Player <Milk_Frog> has picked 1 of REDSTONE at X= -575, Y= 65, Z= 279 that had [] enchantment(s) |  
[2024-03-17 23:35:51] [world] The Player <NezukoChan> has picked 5 of ARROW at X= -10152, Y= 63, Z= 4151 that had [] enchantment(s) |  
[2024-03-17 23:35:51] [world] The Player <NezukoChan> has picked 1 of BOW at X= -10152, Y= 63, Z= 4151 that had [] enchantment(s) |  
[2024-03-17 23:36:10] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 105, Z= 2310 that had [] enchantment(s) |  
[2024-03-17 23:38:19] [world_the_end] The Player <NezukoChan> has picked 2 of NETHERRACK at X= 100, Y= 37, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:38:37] [world_the_end] The Player <NezukoChan> has picked 3 of SPIDER_EYE at X= 74, Y= 52, Z= 0 that had [] enchantment(s) |  
[2024-03-17 23:41:32] [world] The Player <bagelz> has picked 1 of TORCH at X= 1041, Y= 105, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:41:48] [world] The Player <bagelz> has picked 1 of TORCH at X= 1031, Y= 105, Z= 2310 that had [] enchantment(s) |  
[2024-03-17 23:42:11] [world] The Player <NezukoChan> has picked 4 of DIRT at X= 9989, Y= 66, Z= -9997 that had [] enchantment(s) |  
[2024-03-17 23:42:42] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 102, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:48] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 100, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:50] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 99, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:42:50] [world] The Player <bagelz> has picked 4 of STEP at X= 1033, Y= 99, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:50] [world] The Player <bagelz> has picked 1 of TORCH at X= 1033, Y= 99, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:51] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 98, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:42:52] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 97, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:56] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 96, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:42:57] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 94, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:42:57] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1032, Y= 94, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:01] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 93, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:02] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 91, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:05] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 89, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:11] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 91, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:13] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1033, Y= 89, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:15] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 88, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:16] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 90, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:18] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 88, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:19] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 86, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:20] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 85, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:21] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 85, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:23] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 84, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:26] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 82, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:27] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 81, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:28] [world] The Player <bagelz> has picked 1 of TORCH at X= 1032, Y= 81, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:30] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1032, Y= 80, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:31] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 80, Z= 2318 that had [] enchantment(s) |  
[2024-03-17 23:43:32] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:43:41] [world] The Player <bagelz> has picked 2 of COBBLESTONE at X= 1033, Y= 78, Z= 2321 that had [] enchantment(s) |  
[2024-03-17 23:45:04] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 78, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:05] [world] The Player <bagelz> has picked 1 of LOG at X= 995, Y= 78, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:06] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 79, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:07] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 80, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:08] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 79, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:09] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 80, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:10] [world] The Player <bagelz> has picked 1 of LOG at X= 994, Y= 79, Z= 2344 that had [] enchantment(s) |  
[2024-03-17 23:45:11] [world] The Player <bagelz> has picked 1 of SAPLING at X= 995, Y= 79, Z= 2343 that had [] enchantment(s) |  
[2024-03-17 23:45:12] [world] The Player <bagelz> has picked 1 of LOG at X= 995, Y= 77, Z= 2345 that had [] enchantment(s) |  
[2024-03-17 23:45:28] [world] The Player <bagelz> has picked 1 of WHEAT at X= 1027, Y= 74, Z= 2358 that had [] enchantment(s) |  
[2024-03-17 23:45:28] [world] The Player <bagelz> has picked 1 of SEEDS at X= 1027, Y= 74, Z= 2357 that had [] enchantment(s) |  
[2024-03-17 23:46:47] [world] The Player <NezukoChan> has picked 1 of GREEN_RECORD at X= 9988, Y= 68, Z= -10001 that had [] enchantment(s) |  
[2024-03-17 23:49:02] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2321 that had [] enchantment(s) |  
[2024-03-17 23:49:05] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:49:06] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:49:08] [world] The Player <bagelz> has picked 1 of DIRT at X= 1032, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:49:13] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 78, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:49:32] [world] The Player <bagelz> has picked 1 of LOG at X= 1008, Y= 80, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:33] [world] The Player <bagelz> has picked 1 of BROWN_MUSHROOM at X= 1007, Y= 79, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:33] [world] The Player <bagelz> has picked 1 of LOG at X= 1007, Y= 79, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:33] [world] The Player <bagelz> has picked 1 of LOG at X= 1007, Y= 80, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:34] [world] The Player <bagelz> has picked 1 of LOG at X= 1007, Y= 80, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:35] [world] The Player <bagelz> has picked 1 of LOG at X= 1007, Y= 81, Z= 2329 that had [] enchantment(s) |  
[2024-03-17 23:49:41] [world] The Player <bagelz> has picked 1 of LOG at X= 1013, Y= 79, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:44] [world] The Player <bagelz> has picked 1 of LOG at X= 1013, Y= 79, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:47] [world] The Player <bagelz> has picked 1 of LOG at X= 1012, Y= 79, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:48] [world] The Player <bagelz> has picked 1 of LOG at X= 1012, Y= 81, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:49] [world] The Player <bagelz> has picked 1 of LOG at X= 1012, Y= 81, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:51] [world] The Player <bagelz> has picked 1 of LOG at X= 1012, Y= 81, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:49:52] [world] The Player <bagelz> has picked 1 of LOG at X= 1012, Y= 80, Z= 2317 that had [] enchantment(s) |  
[2024-03-17 23:50:29] [world] The Player <Tester_> has picked 4 of NETHER_STALK at X= -10187, Y= 63, Z= 4106 that had [] enchantment(s) |  
[2024-03-17 23:50:34] [world] The Player <Tester_> has picked 2 of NETHER_STALK at X= -10189, Y= 62, Z= 4108 that had [] enchantment(s) |  
[2024-03-17 23:51:18] [world] The Player <Tester_> has picked 3 of NETHER_STALK at X= -10196, Y= 62, Z= 4096 that had [] enchantment(s) |  
[2024-03-17 23:51:21] [world] The Player <Tester_> has picked 4 of NETHER_STALK at X= -10198, Y= 62, Z= 4094 that had [] enchantment(s) |  
[2024-03-17 23:51:24] [world] The Player <Tester_> has picked 3 of NETHER_STALK at X= -10200, Y= 62, Z= 4096 that had [] enchantment(s) |  
[2024-03-17 23:51:24] [world] The Player <Tester_> has picked 2 of NETHER_STALK at X= -10202, Y= 63, Z= 4095 that had [] enchantment(s) |  
[2024-03-17 23:51:28] [world] The Player <Tester_> has picked 4 of NETHER_STALK at X= -10201, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-17 23:51:31] [world] The Player <Tester_> has picked 2 of NETHER_STALK at X= -10197, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-17 23:53:13] [world] The Player <bagelz> has picked 1 of COBBLESTONE at X= 1033, Y= 79, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:15] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 78, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:17] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 77, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:21] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 76, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:22] [world] The Player <bagelz> has picked 1 of DIRT at X= 1033, Y= 77, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:53:33] [world] The Player <bagelz> has picked 4 of DIRT at X= 1032, Y= 77, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:38] [world] The Player <Tester> has picked 1 of ROTTEN_FLESH at X= -542, Y= 88, Z= 254 that had [] enchantment(s) |  
[2024-03-17 23:53:39] [world] The Player <bagelz> has picked 1 of CHEST at X= 1032, Y= 77, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:48] [world] The Player <bagelz> has picked 1 of CHEST at X= 1032, Y= 77, Z= 2320 that had [] enchantment(s) |  
[2024-03-17 23:53:50] [world] The Player <bagelz> has picked 1 of DIRT at X= 1032, Y= 77, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:53:52] [world] The Player <bagelz> has picked 2 of DIRT at X= 1032, Y= 76, Z= 2319 that had [] enchantment(s) |  
[2024-03-17 23:53:54] [world] The Player <bagelz> has picked 1 of DIRT at X= 1032, Y= 76, Z= 2320 that had [] enchantment(s) |  
