[2024-03-19 11:18:16] [world] The Player <Rip_Dogwater> has picked 1 of WOOL at X= -572, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-19 12:39:21] [world] The Player <WienerDogFace> has picked 4 of DIAMOND at X= -1090, Y= 9, Z= 1503 that had [] enchantment(s) |  
[2024-03-19 12:39:29] [world] The Player <WienerDogFace> has picked 29 of COBBLESTONE at X= -1090, Y= 8, Z= 1504 that had [] enchantment(s) |  
[2024-03-19 12:39:31] [world] The Player <WienerDogFace> has picked 13 of DIAMOND at X= -1090, Y= 8, Z= 1504 that had [] enchantment(s) |  
[2024-03-19 12:40:14] [world] The Player <VoolVigg648hb> has picked 1 of ARMOR_STAND at X= -566, Y= 56, Z= 270 that had [] enchantment(s) |  
[2024-03-19 12:40:14] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_BOOTS at X= -566, Y= 57, Z= 270 that had [] enchantment(s) |  
[2024-03-19 12:40:14] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_LEGGINGS at X= -566, Y= 57, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:14] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_CHESTPLATE at X= -566, Y= 57, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:14] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_HELMET at X= -566, Y= 57, Z= 270 that had [] enchantment(s) |  
[2024-03-19 12:40:21] [world] The Player <VoolVigg648hb> has picked 1 of ARMOR_STAND at X= -566, Y= 56, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:21] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_CHESTPLATE at X= -567, Y= 56, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:22] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_LEGGINGS at X= -566, Y= 56, Z= 271 that had [] enchantment(s) |  
[2024-03-19 12:40:22] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_BOOTS at X= -566, Y= 56, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:22] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_HELMET at X= -566, Y= 56, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:27] [world] The Player <VoolVigg648hb> has picked 1 of ITEM_FRAME at X= -566, Y= 57, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:28] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_PICKAXE at X= -567, Y= 56, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:28] [world] The Player <VoolVigg648hb> has picked 1 of ITEM_FRAME at X= -566, Y= 56, Z= 271 that had [] enchantment(s) |  
[2024-03-19 12:40:29] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_AXE at X= -567, Y= 56, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:29] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_PICKAXE at X= -566, Y= 56, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:31] [world] The Player <VoolVigg648hb> has picked 1 of DIAMOND_AXE at X= -566, Y= 57, Z= 269 that had [] enchantment(s) |  
[2024-03-19 12:40:40] [world] The Player <WienerDogFace> has picked 2 of GOLD_ORE at X= -1103, Y= 10, Z= 1501 that had [] enchantment(s) |  
[2024-03-19 12:40:41] [world] The Player <WienerDogFace> has picked 1 of GOLD_ORE at X= -1103, Y= 10, Z= 1500 that had [] enchantment(s) |  
[2024-03-19 12:40:44] [world] The Player <WienerDogFace> has picked 1 of GOLD_ORE at X= -1103, Y= 11, Z= 1499 that had [] enchantment(s) |  
[2024-03-19 12:40:44] [world] The Player <WienerDogFace> has picked 1 of GOLD_ORE at X= -1103, Y= 11, Z= 1499 that had [] enchantment(s) |  
[2024-03-19 12:40:45] [world] The Player <WienerDogFace> has picked 1 of GOLD_ORE at X= -1104, Y= 11, Z= 1500 that had [] enchantment(s) |  
[2024-03-19 12:40:46] [world] The Player <WienerDogFace> has picked 1 of GOLD_ORE at X= -1104, Y= 11, Z= 1499 that had [] enchantment(s) |  
[2024-03-19 12:40:47] [world] The Player <sharky> has picked 1 of SPRUCE_FENCE at X= -579, Y= 55, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:40:51] [world] The Player <WienerDogFace> has picked 1 of TORCH at X= -1094, Y= 10, Z= 1502 that had [] enchantment(s) |  
[2024-03-19 12:41:20] [world] The Player <Milk_Frog> has picked 1 of LEASH at X= -287, Y= 65, Z= -156 that had [] enchantment(s) |  
[2024-03-19 12:41:30] [world] The Player <Get_dick_slapped> has picked 1 of LOG_2 at X= -708, Y= 67, Z= 480 that had [] enchantment(s) |  
[2024-03-19 12:41:33] [world] The Player <Get_dick_slapped> has picked 1 of LOG_2 at X= -708, Y= 67, Z= 480 that had [] enchantment(s) |  
[2024-03-19 12:41:40] [world] The Player <WienerDogFace> has picked 1 of STONE at X= -1094, Y= 10, Z= 1552 that had [] enchantment(s) |  
[2024-03-19 12:41:44] [world] The Player <Milk_Frog> has picked 2 of SKULL_ITEM at X= 3997, Y= 65, Z= -1837 that had [] enchantment(s) |  
[2024-03-19 12:41:59] [world] The Player <Get_dick_slapped> has picked 3 of LOG_2 at X= -709, Y= 69, Z= 479 that had [] enchantment(s) |  
[2024-03-19 12:42:02] [world] The Player <digbick> has picked 1 of SEEDS at X= -694, Y= 69, Z= 299 that had [] enchantment(s) |  
[2024-03-19 12:42:03] [world] The Player <Get_dick_slapped> has picked 1 of LOG_2 at X= -708, Y= 68, Z= 479 that had [] enchantment(s) |  
[2024-03-19 12:42:03] [world] The Player <WienerDogFace> has picked 1 of STONE at X= -1094, Y= 10, Z= 1560 that had [] enchantment(s) |  
[2024-03-19 12:42:10] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -670, Y= 72, Z= 293 that had [] enchantment(s) |  
[2024-03-19 12:42:12] [world] The Player <WienerDogFace> has picked 1 of STONE at X= -1094, Y= 10, Z= 1564 that had [] enchantment(s) |  
[2024-03-19 12:42:14] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -671, Y= 72, Z= 293 that had [] enchantment(s) |  
[2024-03-19 12:42:16] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -672, Y= 72, Z= 293 that had [] enchantment(s) |  
[2024-03-19 12:42:18] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -671, Y= 73, Z= 294 that had [] enchantment(s) |  
[2024-03-19 12:42:20] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -671, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-19 12:42:22] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -671, Y= 74, Z= 293 that had [] enchantment(s) |  
[2024-03-19 12:42:26] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 72, Z= 290 that had [] enchantment(s) |  
[2024-03-19 12:42:32] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 72, Z= 290 that had [] enchantment(s) |  
[2024-03-19 12:42:39] [world] The Player <Dave_TheCoolGuy> has picked 2 of LOG at X= -687, Y= 73, Z= 285 that had [] enchantment(s) |  
[2024-03-19 12:42:40] [world] The Player <digbick> has picked 2 of LOG at X= -680, Y= 73, Z= 290 that had [] enchantment(s) |  
[2024-03-19 12:42:41] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -687, Y= 73, Z= 286 that had [] enchantment(s) |  
[2024-03-19 12:42:43] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -687, Y= 74, Z= 286 that had [] enchantment(s) |  
[2024-03-19 12:42:43] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 73, Z= 291 that had [] enchantment(s) |  
[2024-03-19 12:42:45] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -687, Y= 74, Z= 286 that had [] enchantment(s) |  
[2024-03-19 12:42:46] [world] The Player <WienerDogFace> has picked 1 of COBBLESTONE at X= -1091, Y= 10, Z= 1594 that had [] enchantment(s) |  
[2024-03-19 12:42:48] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 73, Z= 291 that had [] enchantment(s) |  
[2024-03-19 12:42:50] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -693, Y= 74, Z= 282 that had [] enchantment(s) |  
[2024-03-19 12:42:52] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 73, Z= 291 that had [] enchantment(s) |  
[2024-03-19 12:42:52] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -693, Y= 73, Z= 281 that had [] enchantment(s) |  
[2024-03-19 12:42:55] [world] The Player <Get_dick_slapped> has picked 1 of LOG_2 at X= -742, Y= 64, Z= 483 that had [] enchantment(s) |  
[2024-03-19 12:42:55] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -693, Y= 74, Z= 282 that had [] enchantment(s) |  
[2024-03-19 12:42:56] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 73, Z= 291 that had [] enchantment(s) |  
[2024-03-19 12:42:57] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -693, Y= 74, Z= 282 that had [] enchantment(s) |  
[2024-03-19 12:42:59] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -693, Y= 74, Z= 282 that had [] enchantment(s) |  
[2024-03-19 12:43:02] [world] The Player <digbick> has picked 1 of LOG at X= -680, Y= 73, Z= 289 that had [] enchantment(s) |  
[2024-03-19 12:43:07] [world] The Player <Get_dick_slapped> has picked 1 of SEEDS at X= -745, Y= 64, Z= 488 that had [] enchantment(s) |  
[2024-03-19 12:43:08] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -689, Y= 74, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:11] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -691, Y= 73, Z= 275 that had [] enchantment(s) |  
[2024-03-19 12:43:12] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -690, Y= 74, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:15] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -690, Y= 75, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:16] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -690, Y= 76, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:19] [world] The Player <Dave_TheCoolGuy> has picked 1 of LOG at X= -691, Y= 73, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:29] [world] The Player <digbick> has picked 1 of LOG at X= -688, Y= 75, Z= 305 that had [] enchantment(s) |  
[2024-03-19 12:43:36] [world] The Player <Dave_TheCoolGuy> has picked 1 of SAPLING at X= -692, Y= 74, Z= 274 that had [] enchantment(s) |  
[2024-03-19 12:43:48] [world] The Player <Dave_TheCoolGuy> has picked 2 of SAPLING at X= -692, Y= 73, Z= 276 that had [] enchantment(s) |  
[2024-03-19 12:43:53] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -713, Y= 68, Z= 296 that had [] enchantment(s) |  
[2024-03-19 12:43:54] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 68, Z= 296 that had [] enchantment(s) |  
[2024-03-19 12:43:55] [world] The Player <Dave_TheCoolGuy> has picked 1 of APPLE at X= -691, Y= 74, Z= 274 that had [] enchantment(s) |  
[2024-03-19 12:43:55] [world] The Player <sharky> has picked 22 of SANDSTONE at X= -498, Y= 70, Z= -460 that had [] enchantment(s) |  
[2024-03-19 12:43:57] [world] The Player <digbick> has picked 2 of COBBLESTONE at X= -715, Y= 67, Z= 296 that had [] enchantment(s) |  
[2024-03-19 12:44:00] [world] The Player <Milk_Frog> has picked 2 of LEASH at X= -573, Y= 69, Z= 312 that had [] enchantment(s) |  
[2024-03-19 12:44:01] [world] The Player <Dave_TheCoolGuy> has picked 3 of SAPLING at X= -689, Y= 73, Z= 273 that had [] enchantment(s) |  
[2024-03-19 12:44:01] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 68, Z= 296 that had [] enchantment(s) |  
[2024-03-19 12:44:02] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 68, Z= 295 that had [] enchantment(s) |  
[2024-03-19 12:44:03] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -715, Y= 69, Z= 295 that had [] enchantment(s) |  
[2024-03-19 12:44:05] [world] The Player <digbick> has picked 1 of DIRT at X= -716, Y= 70, Z= 295 that had [] enchantment(s) |  
[2024-03-19 12:44:06] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -716, Y= 71, Z= 295 that had [] enchantment(s) |  
[2024-03-19 12:44:07] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -717, Y= 70, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:11] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 66, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:44:12] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 66, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:44:17] [world] The Player <digbick> has picked 2 of COBBLESTONE_STAIRS at X= -710, Y= 67, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:19] [world] The Player <digbick> has picked 6 of GRAVEL at X= -711, Y= 67, Z= 296 that had [] enchantment(s) |  
[2024-03-19 12:44:20] [world] The Player <digbick> has picked 2 of COBBLESTONE_STAIRS at X= -713, Y= 67, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:20] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -502, Y= 73, Z= -497 that had [] enchantment(s) |  
[2024-03-19 12:44:22] [world] The Player <Get_dick_slapped> has picked 1 of POWERED_RAIL at X= -648, Y= 80, Z= 313 that had [] enchantment(s) |  
[2024-03-19 12:44:33] [world] The Player <Milk_Frog> has picked 1 of SIGN at X= -576, Y= 68, Z= 272 that had [] enchantment(s) |  
[2024-03-19 12:44:35] [world] The Player <digbick> has picked 7 of COBBLESTONE at X= -713, Y= 68, Z= 299 that had [] enchantment(s) |  
[2024-03-19 12:44:38] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -713, Y= 69, Z= 299 that had [] enchantment(s) |  
[2024-03-19 12:44:39] [world] The Player <Dave_TheCoolGuy> has picked 1 of SAPLING at X= -688, Y= 73, Z= 287 that had [] enchantment(s) |  
[2024-03-19 12:44:40] [world] The Player <qwerty> has picked 1 of SANDSTONE_STAIRS at X= -500, Y= 71, Z= -494 that had [] enchantment(s) |  
[2024-03-19 12:44:41] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 69, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:44:41] [world] The Player <Milk_Frog> has picked 1 of SIGN at X= -576, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-19 12:44:42] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -715, Y= 70, Z= 300 that had [] enchantment(s) |  
[2024-03-19 12:44:42] [world] The Player <WienerDogFace> has picked 3 of DIAMOND at X= -1089, Y= 10, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:42] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1089, Y= 10, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:43] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -715, Y= 70, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:44:43] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1089, Y= 9, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:43] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1089, Y= 9, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:44] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1090, Y= 9, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:44] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 69, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:45] [world] The Player <WienerDogFace> has picked 2 of DIAMOND at X= -1090, Y= 9, Z= 1571 that had [] enchantment(s) |  
[2024-03-19 12:44:46] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1089, Y= 9, Z= 1572 that had [] enchantment(s) |  
[2024-03-19 12:44:46] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -715, Y= 68, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:47] [world] The Player <Milk_Frog> has picked 1 of SIGN at X= -574, Y= 68, Z= 275 that had [] enchantment(s) |  
[2024-03-19 12:44:47] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1090, Y= 8, Z= 1572 that had [] enchantment(s) |  
[2024-03-19 12:44:47] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1090, Y= 8, Z= 1572 that had [] enchantment(s) |  
[2024-03-19 12:44:47] [world] The Player <WienerDogFace> has picked 1 of DIAMOND at X= -1090, Y= 8, Z= 1572 that had [] enchantment(s) |  
[2024-03-19 12:44:51] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -718, Y= 66, Z= 299 that had [] enchantment(s) |  
[2024-03-19 12:44:51] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -500, Y= 69, Z= -490 that had [] enchantment(s) |  
[2024-03-19 12:44:52] [world] The Player <digbick> has picked 1 of COBBLESTONE_STAIRS at X= -716, Y= 67, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:52] [world] The Player <digbick> has picked 1 of COBBLESTONE_STAIRS at X= -717, Y= 66, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:44:53] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -500, Y= 69, Z= -490 that had [] enchantment(s) |  
[2024-03-19 12:44:54] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -501, Y= 68, Z= -490 that had [] enchantment(s) |  
[2024-03-19 12:44:54] [world] The Player <digbick> has picked 1 of COBBLESTONE_STAIRS at X= -718, Y= 65, Z= 297 that had [] enchantment(s) |  
[2024-03-19 12:44:56] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -500, Y= 70, Z= -492 that had [] enchantment(s) |  
[2024-03-19 12:44:57] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -719, Y= 65, Z= 300 that had [] enchantment(s) |  
[2024-03-19 12:44:58] [world] The Player <qwerty> has picked 1 of SANDSTONE at X= -501, Y= 71, Z= -492 that had [] enchantment(s) |  
[2024-03-19 12:44:58] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -720, Y= 65, Z= 301 that had [] enchantment(s) |  
[2024-03-19 12:44:59] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -719, Y= 65, Z= 301 that had [] enchantment(s) |  
[2024-03-19 12:45:00] [world] The Player <qwerty> has picked 2 of SANDSTONE at X= -501, Y= 71, Z= -493 that had [] enchantment(s) |  
[2024-03-19 12:45:05] [world] The Player <Milk_Frog> has picked 1 of SIGN at X= -575, Y= 68, Z= 274 that had [] enchantment(s) |  
[2024-03-19 12:45:12] [world] The Player <Dave_TheCoolGuy> has picked 1 of SAPLING at X= -686, Y= 73, Z= 285 that had [] enchantment(s) |  
[2024-03-19 12:45:13] [world] The Player <hi_> has picked 3 of GLASS_BOTTLE at X= -640, Y= 62, Z= 240 that had [] enchantment(s) |  
[2024-03-19 12:45:13] [world] The Player <hi_> has picked 5 of SPIDER_EYE at X= -641, Y= 63, Z= 239 that had [] enchantment(s) |  
[2024-03-19 12:45:13] [world] The Player <hi_> has picked 1 of SUGAR at X= -641, Y= 63, Z= 240 that had [] enchantment(s) |  
[2024-03-19 12:45:16] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -714, Y= 68, Z= 298 that had [] enchantment(s) |  
[2024-03-19 12:45:23] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -722, Y= 69, Z= 306 that had [] enchantment(s) |  
[2024-03-19 12:45:25] [world] The Player <Dave_TheCoolGuy> has picked 1 of SAPLING at X= -691, Y= 73, Z= 279 that had [] enchantment(s) |  
[2024-03-19 12:45:27] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -721, Y= 67, Z= 308 that had [] enchantment(s) |  
[2024-03-19 12:45:29] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -721, Y= 67, Z= 309 that had [] enchantment(s) |  
[2024-03-19 12:45:34] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -723, Y= 67, Z= 307 that had [] enchantment(s) |  
[2024-03-19 12:45:35] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -723, Y= 67, Z= 307 that had [] enchantment(s) |  
[2024-03-19 12:45:39] [world] The Player <digbick> has picked 1 of COBBLESTONE at X= -722, Y= 68, Z= 311 that had [] enchantment(s) |  
[2024-03-19 12:45:48] [world] The Player <Dave_TheCoolGuy> has picked 2 of SAPLING at X= -695, Y= 73, Z= 280 that had [] enchantment(s) |  
[2024-03-19 12:45:48] [world] The Player <Dave_TheCoolGuy> has picked 1 of SAPLING at X= -693, Y= 75, Z= 280 that had [] enchantment(s) |  
[2024-03-19 12:45:50] [world] The Player <sharky> has picked 13 of SANDSTONE at X= -493, Y= 77, Z= -506 that had [] enchantment(s) |  
[2024-03-19 12:45:50] [world] The Player <sharky> has picked 19 of SANDSTONE at X= -493, Y= 77, Z= -506 that had [] enchantment(s) |  
