[2024-03-24 21:45:28] [world] The Player <GolemDaWanderer> has picked 64 of BONE at X= -10300, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:28:22] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 33, Z= 4030 that had [] enchantment(s) |  
[2024-03-24 22:28:24] [world] The Player <NezukoChan> has picked 2 of COBBLESTONE at X= -10298, Y= 32, Z= 4030 that had [] enchantment(s) |  
[2024-03-24 22:28:24] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 32, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:28:44] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 33, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:28:47] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 33, Z= 4031 that had [] enchantment(s) |  
[2024-03-24 22:28:47] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 32, Z= 4031 that had [] enchantment(s) |  
[2024-03-24 22:28:49] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10299, Y= 33, Z= 4030 that had [] enchantment(s) |  
[2024-03-24 22:28:50] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10299, Y= 32, Z= 4030 that had [] enchantment(s) |  
[2024-03-24 22:28:55] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 32, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:28:56] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10298, Y= 32, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:28:57] [world] The Player <NezukoChan> has picked 2 of COBBLESTONE at X= -10299, Y= 32, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:11] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10300, Y= 32, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:29:12] [world] The Player <NezukoChan> has picked 1 of COBBLESTONE at X= -10299, Y= 33, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:17] [world] The Player <NezukoChan> has picked 2 of ARROW at X= -10301, Y= 27, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:17] [world] The Player <NezukoChan> has picked 7 of BONE at X= -10301, Y= 27, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:17] [world] The Player <NezukoChan> has picked 2 of LADDER at X= -10301, Y= 27, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:22] [world] The Player <GolemDaWanderer> has picked 1 of BOW at X= -10296, Y= 35, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:29:43] [world] The Player <NezukoChan> has picked 1 of BOW at X= -10299, Y= 35, Z= 4025 that had [] enchantment(s) |  
[2024-03-24 22:43:19] [world] The Player <GolemDaWanderer> has picked 1 of WOOD_STEP at X= -10301, Y= 27, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:43:43] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10301, Y= 37, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:43:51] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10301, Y= 39, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:48:14] [world] The Player <GolemDaWanderer> has picked 2 of STONE at X= -10302, Y= 39, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:48:17] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10300, Y= 39, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:48:21] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10301, Y= 39, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:48:22] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10301, Y= 36, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:48:33] [world] The Player <GolemDaWanderer> has picked 1 of BONE at X= -10298, Y= 35, Z= 4031 that had [] enchantment(s) |  
[2024-03-24 22:48:38] [world] The Player <GolemDaWanderer> has picked 2 of BONE at X= -10298, Y= 35, Z= 4027 that had [] enchantment(s) |  
[2024-03-24 22:48:39] [world] The Player <GolemDaWanderer> has picked 1 of BONE at X= -10299, Y= 35, Z= 4032 that had [] enchantment(s) |  
[2024-03-24 22:48:46] [world] The Player <GolemDaWanderer> has picked 2 of BONE at X= -10299, Y= 35, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:48:49] [world] The Player <GolemDaWanderer> has picked 1 of BOW at X= -10298, Y= 36, Z= 4031 that had [] enchantment(s) |  
[2024-03-24 22:48:49] [world] The Player <GolemDaWanderer> has picked 3 of BONE at X= -10298, Y= 35, Z= 4032 that had [] enchantment(s) |  
[2024-03-24 22:48:51] [world] The Player <GolemDaWanderer> has picked 4 of BONE at X= -10299, Y= 35, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:48:59] [world] The Player <GolemDaWanderer> has picked 2 of BONE at X= -10298, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:49:02] [world] The Player <GolemDaWanderer> has picked 1 of ARROW at X= -10300, Y= 35, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:49:19] [world] The Player <GolemDaWanderer> has picked 1 of BONE at X= -10301, Y= 33, Z= 4028 that had [] enchantment(s) |  
[2024-03-24 22:50:25] [world] The Player <GolemDaWanderer> has picked 1 of ENDER_CHEST at X= -10296, Y= 35, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 22:52:16] [world] The Player <GolemDaWanderer> has picked 1 of QUARTZ_BLOCK at X= -10251, Y= 62, Z= 4102 that had [] enchantment(s) |  
[2024-03-24 22:52:16] [world] The Player <GolemDaWanderer> has picked 1 of DIODE at X= -10251, Y= 61, Z= 4103 that had [] enchantment(s) |  
[2024-03-24 22:52:28] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10248, Y= 61, Z= 4100 that had [] enchantment(s) |  
[2024-03-24 22:52:32] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10249, Y= 61, Z= 4100 that had [] enchantment(s) |  
[2024-03-24 22:52:36] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10248, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-24 22:52:45] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10248, Y= 62, Z= 4099 that had [] enchantment(s) |  
[2024-03-24 22:52:48] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10247, Y= 61, Z= 4099 that had [] enchantment(s) |  
[2024-03-24 22:53:19] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10252, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:21] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10251, Y= 61, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:23] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10253, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:26] [world] The Player <GolemDaWanderer> has picked 1 of LOG at X= -10252, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:27] [world] The Player <GolemDaWanderer> has picked 1 of LOG at X= -10252, Y= 62, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:27] [world] The Player <GolemDaWanderer> has picked 1 of QUARTZ_BLOCK at X= -10254, Y= 64, Z= 4097 that had [] enchantment(s) |  
[2024-03-24 22:53:27] [world] The Player <GolemDaWanderer> has picked 1 of LOG at X= -10254, Y= 63, Z= 4098 that had [] enchantment(s) |  
[2024-03-24 22:53:52] [world] The Player <GolemDaWanderer> has picked 2 of STONE_PLATE at X= -10251, Y= 64, Z= 4096 that had [] enchantment(s) |  
[2024-03-24 22:53:52] [world] The Player <GolemDaWanderer> has picked 1 of QUARTZ_BLOCK at X= -10250, Y= 64, Z= 4094 that had [] enchantment(s) |  
[2024-03-24 22:54:06] [world] The Player <GolemDaWanderer> has picked 1 of STONE_PLATE at X= -10246, Y= 64, Z= 4095 that had [] enchantment(s) |  
[2024-03-24 22:54:10] [world] The Player <GolemDaWanderer> has picked 1 of STONE_PLATE at X= -10246, Y= 64, Z= 4096 that had [] enchantment(s) |  
[2024-03-24 22:54:37] [world] The Player <GolemDaWanderer> has picked 1 of MINECART at X= -10201, Y= 62, Z= 4100 that had [] enchantment(s) |  
[2024-03-24 22:55:39] [world_the_end] The Player <GolemDaWanderer> has picked 1 of POWERED_RAIL at X= 40, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 22:55:40] [world_the_end] The Player <GolemDaWanderer> has picked 1 of POWERED_RAIL at X= 41, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 22:55:44] [world_the_end] The Player <GolemDaWanderer> has picked 2 of POWERED_RAIL at X= 39, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 22:55:44] [world_the_end] The Player <GolemDaWanderer> has picked 1 of POWERED_RAIL at X= 40, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 22:56:01] [world_the_end] The Player <GolemDaWanderer> has picked 1 of POWERED_RAIL at X= 35, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 22:56:54] [world_the_end] The Player <GolemDaWanderer> has picked 2 of POWERED_RAIL at X= 6, Y= 46, Z= -1 that had [] enchantment(s) |  
[2024-03-24 23:00:17] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -556, Y= 56, Z= 320 that had [] enchantment(s) |  
[2024-03-24 23:00:22] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -556, Y= 55, Z= 328 that had [] enchantment(s) |  
[2024-03-24 23:01:38] [world] The Player <GolemDaWanderer> has picked 1 of LAVA_BUCKET at X= -10152, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:02:07] [world] The Player <GolemDaWanderer> has picked 1 of WOOD at X= -10147, Y= 61, Z= 4112 that had [] enchantment(s) |  
[2024-03-24 23:02:14] [world] The Player <GolemDaWanderer> has picked 1 of WOOD at X= -10146, Y= 63, Z= 4113 that had [] enchantment(s) |  
[2024-03-24 23:02:42] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10148, Y= 62, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:04] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10158, Y= 63, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:05] [world] The Player <GolemDaWanderer> has picked 5 of BOOK at X= -10157, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:05] [world] The Player <GolemDaWanderer> has picked 1 of BOOK at X= -10157, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:05] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10157, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:06] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10157, Y= 63, Z= 4115 that had [] enchantment(s) |  
[2024-03-24 23:03:07] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10156, Y= 63, Z= 4114 that had [] enchantment(s) |  
[2024-03-24 23:03:07] [world] The Player <GolemDaWanderer> has picked 1 of BOOK at X= -10156, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:07] [world] The Player <GolemDaWanderer> has picked 1 of BOOK at X= -10156, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:07] [world] The Player <GolemDaWanderer> has picked 1 of BOOK at X= -10156, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:08] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10156, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:09] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10156, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:09] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10157, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:03:10] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10155, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:10] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10155, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:11] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10154, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:03:12] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10154, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:12] [world] The Player <GolemDaWanderer> has picked 3 of BOOK at X= -10155, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:03:21] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10155, Y= 63, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:22] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10156, Y= 61, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:25] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10158, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:03:26] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10157, Y= 61, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:28] [world] The Player <GolemDaWanderer> has picked 4 of STONE at X= -10156, Y= 61, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:03:31] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10156, Y= 60, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:37] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10156, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:03:38] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10157, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:03:39] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10157, Y= 60, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:03:41] [world] The Player <GolemDaWanderer> has picked 3 of STONE at X= -10157, Y= 61, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:03:45] [world] The Player <Tester> has picked 55 of TORCH at X= -10301, Y= 33, Z= 4029 that had [] enchantment(s) |  
[2024-03-24 23:03:57] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10157, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:04:00] [world] The Player <Tester> has picked 6 of BONE at X= -10299, Y= 35, Z= 4032 that had [] enchantment(s) |  
[2024-03-24 23:04:00] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10155, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:04:10] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10156, Y= 63, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:04:13] [world] The Player <GolemDaWanderer> has picked 1 of PISTON_STICKY_BASE at X= -10156, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:04:26] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10157, Y= 63, Z= 4121 that had [] enchantment(s) |  
[2024-03-24 23:04:33] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10156, Y= 62, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:04:34] [world] The Player <GolemDaWanderer> has picked 1 of PISTON_STICKY_BASE at X= -10157, Y= 61, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:04:35] [world] The Player <GolemDaWanderer> has picked 1 of PISTON_STICKY_BASE at X= -10157, Y= 61, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:04:37] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10156, Y= 60, Z= 4120 that had [] enchantment(s) |  
[2024-03-24 23:05:06] [world] The Player <GolemDaWanderer> has picked 1 of TORCH at X= -10157, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:05:18] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10158, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:05:24] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10156, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:05:42] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10157, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:05:57] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10156, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:06:03] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10156, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:06:04] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10156, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:06:26] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10157, Y= 64, Z= 4119 that had [] enchantment(s) |  
[2024-03-24 23:06:52] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10157, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:07:00] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10157, Y= 65, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:07:15] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10164, Y= 63, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:07:28] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10156, Y= 63, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:07:34] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10156, Y= 63, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:07:37] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10157, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:07:40] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10157, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:07:44] [world] The Player <GolemDaWanderer> has picked 1 of LEVER at X= -10157, Y= 64, Z= 4118 that had [] enchantment(s) |  
[2024-03-24 23:07:53] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10157, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:07:55] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10157, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:00] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10158, Y= 65, Z= 4116 that had [] enchantment(s) |  
[2024-03-24 23:08:13] [world] The Player <GolemDaWanderer> has picked 2 of COBBLESTONE at X= -10160, Y= 65, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:14] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10159, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:21] [world] The Player <GolemDaWanderer> has picked 1 of REDSTONE_TORCH_ON at X= -10157, Y= 64, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:30] [world] The Player <GolemDaWanderer> has picked 1 of STONE at X= -10159, Y= 65, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:39] [world] The Player <GolemDaWanderer> has picked 1 of COBBLESTONE at X= -10159, Y= 65, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:08:45] [world] The Player <GolemDaWanderer> has picked 1 of DIRT at X= -10159, Y= 65, Z= 4117 that had [] enchantment(s) |  
[2024-03-24 23:12:35] [world] The Player <GolemDaWanderer> has picked 1 of WHEAT at X= -10159, Y= 62, Z= 4109 that had [] enchantment(s) |  
[2024-03-24 23:12:35] [world] The Player <GolemDaWanderer> has picked 2 of SEEDS at X= -10158, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-24 23:12:36] [world] The Player <GolemDaWanderer> has picked 1 of SEEDS at X= -10158, Y= 63, Z= 4110 that had [] enchantment(s) |  
[2024-03-24 23:12:36] [world] The Player <GolemDaWanderer> has picked 1 of SEEDS at X= -10157, Y= 63, Z= 4109 that had [] enchantment(s) |  
